id_anuncio,fuente,operacion,tipo_inmueble,subtipo,direccion_texto,barrio_zona,municipio,provincia,precio_eur,precio_anterior_eur,descuento_pct,garaje_incluido,habitaciones,superficie_m2,planta,exterior,ascensor,obra_nueva_categoria,obra_nueva_flag,notas_parseo
1,Inmobiliaria E-Castro,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,121,4,sí,sí,otros,0,""
2,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,sí,5,232,,desconocido,desconocido,otros,0,""
3,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 6",Centro,Castro-Urdiales,Cantabria,299000,,,desconocido,2,84,3,sí,sí,otros,0,"Garaje no indicado"
4,Inmobiliaria E-Castro,venta,piso,, "Calle de la Ronda, 32",Centro,Castro-Urdiales,Cantabria,340000,,,desconocido,4,99,5,sí,sí,otros,0,"Garaje no indicado"
5,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,799000,,,sí,5,511,,desconocido,desconocido,otros,0,"Dirección sin número"
6,Inmobiliarias.com,venta,ático,, "Calle de Angel Perez Hornoas Cholo",Brazomar,Castro-Urdiales,Cantabria,360000,,,sí,3,130,6,sí,sí,otros,0,""
7,Inmobiliarias.com,venta,ático,, "Calle de la Granja",Cotolino,Castro-Urdiales,Cantabria,405000,,,sí,2,90,4,sí,sí,otros,0,""
8,Inmobiliarias.com,venta,piso,, "Calle Ataúlfo Argenta",Cotolino,Castro-Urdiales,Cantabria,415000,,,sí,3,110,2,sí,sí,otros,0,""
9,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Montealegre",Sámano,Castro-Urdiales,Cantabria,455000,,,desconocido,5,266,,desconocido,desconocido,otros,0,"Garaje no indicado"
10,Inmobiliaria E-Castro,venta,piso,, "Isaac Castillo",Mioño-Santullán,Castro-Urdiales,Cantabria,180000,,,desconocido,4,105,1,sí,no,otros,0,""
11,Exclusivas Inmobiliarias Mikeli,venta,dúplex,, "Calle Doctor Marañón",El Sardinero,Santander,Cantabria,2890000,,,sí,4,310,2,sí,sí,otros,0,""
12,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Manuel García Lago",El Sardinero,Santander,Cantabria,3150000,,,sí,5,241,4,sí,sí,otros,0,""
13,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado",Centro,Castro-Urdiales,Cantabria,220000,,,desconocido,2,64,6,sí,sí,otros,0,"Dirección sin número"
14,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Cerdigo",Oriñón-Allendagua,Castro-Urdiales,Cantabria,370000,,,sí,4,227,,desconocido,desconocido,otros,0,""
15,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Maura",El Sardinero,Santander,Cantabria,520000,,,sí,2,105,1,sí,sí,otros,0,""
16,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida de Cantabria",Valdenoja,Santander,Cantabria,798000,860000,7,sí,3,178,3,sí,sí,otros,0,"En el texto indica edificio construido en 2005"
17,Inmobiliarias.com,venta,casa,chalét adosado,"Calle del Alto de la Cruz",Cotolino,Castro-Urdiales,Cantabria,450000,,,sí,4,250,,desconocido,desconocido,otros,0,""
18,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Paseo de Pereda",Puerto Chico,Santander,Cantabria,1800000,,,desconocido,5,292,4,sí,no,otros,0,"Garaje no indicado"
19,Exclusivas Inmobiliarias Mikeli,venta,casa,chalét independiente,"Barrio la Arnía",Liencres,Piélagos,Cantabria,875000,,,sí,6,308,,desconocido,desconocido,otros,0,""
20,Engel & Völkers Santander,venta,piso,, "Avenida de Pontejos",El Sardinero,Santander,Cantabria,885000,,,sí,4,189,8,sí,sí,otros,0,""
21,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,desconocido,5,232,,desconocido,desconocido,otros,0,"Duplicado potencial del anuncio #2 (misma dirección y precio). Garaje no indicado"
22,altamira21.com,venta,piso,, "Calle Juan de Herrera",Centro - Ayuntamiento,Santander,Cantabria,598000,,,desconocido,4,107,4,sí,sí,otros,0,"Garaje no indicado"
23,Inmobiliarias.com,venta,piso,, "Calle Belén, 3",Centro,Castro-Urdiales,Cantabria,430000,,,desconocido,2,84,2,sí,sí,otros,0,"Indica 'reciente construcción' pero no 'obra nueva' explícito"
24,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 50",Brazomar,Castro-Urdiales,Cantabria,270000,,,sí,2,64,2,sí,sí,otros,0,""
25,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano, 40",Sámano,Castro-Urdiales,Cantabria,360000,,,desconocido,3,221,,desconocido,desconocido,otros,0,"Garaje no indicado"
26,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas",Centro,Castro-Urdiales,Cantabria,740000,,,sí,6,400,,desconocido,desconocido,otros,0,"Dirección sin número"
27,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas, 17",Centro,Castro-Urdiales,Cantabria,650000,,,desconocido,5,350,,desconocido,desconocido,otros,0,"Garaje no indicado"
28,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Calle Paco Labiano, 5",Playa Ostende,Castro-Urdiales,Cantabria,750000,,,desconocido,4,372,,desconocido,desconocido,otros,0,"Garaje no indicado"
29,Inmobiliarias.com,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,120,4,sí,sí,otros,0,"Duplicado potencial del anuncio #1 (misma dirección y precio; m2 difiere 121 vs 120)"
30,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,370000,,,sí,4,270,,desconocido,desconocido,otros,0,"Dirección sin número"
474,Inmobiliaria Mi Villa,venta,piso,,Calle Emperador Carlos V,,Ampuero,Cantabria,140000,155000,10,desconocido,,3,100,3,desconocido,no,otros,0,"Sin ascensor"
475,Fincas Mafer,venta,piso,dúplex,Calle Menéndez Pelayo 44,Centro,Laredo,Cantabria,353000,,,desconocido,,3,100,3,sí,sí,otros,0,"A estrenar (texto)"
476,Inmobiliaria Mi Villa,venta,piso,,Avenida de Francia,Zona Playa,Laredo,Cantabria,245000,,,desconocido,,2,70,bajo,sí,no,otros,0,"Bajo con terraza (texto)"
477,Inmobiliaria Mi Villa,venta,piso,estudio,Avenida de la Libertad,El Puntal,Laredo,Cantabria,85000,,,desconocido,,3,50,bajo,sí,sí,otros,0,"Tres estudios independientes con baño compartido (texto)"
478,Inmobiliaria Barrio,venta,piso,,Calle Pintor Varela 29,Inmobiliaria - Barreda,Torrelavega,Cantabria,110000,,,desconocido,,2,51,1,sí,no,otros,0,"Habana Vieja (texto); sin ascensor"
479,Inmobiliaria Barrio,venta,piso,,Calle Serapio Beade 9,,Suances,Cantabria,180000,,,sí,,2,65,4,sí,sí,otros,0,"Vistas Picos de Europa (texto)"
480,Inmobiliaria Mi Villa,venta,casa,chalét adosado,Barrio Balbacienta,,Guriezo,Cantabria,130000,,,desconocido,,3,288,,desconocido,desconocido,otros,0,"Para reformar (texto)"
481,Inmobiliaria JC de Laredo,venta,finca_rustica,,Voto,,Voto,Cantabria,179000,,,desconocido,,3,106,,desconocido,desconocido,otros,0,"Terreno ~34.566 m2 (texto)"
482,Bahía Home,venta,casa,chalét independiente,Calle Ernest Lluch 36,Monte,Santander,Cantabria,775000,,,sí,,6,343,,desconocido,desconocido,otros,0,"A 5 min del Sardinero (texto)"
483,eXp Realty España,venta,casa,casa independiente,Barrio San Mateo,,Los Corrales de Buelna,Cantabria,675000,,,sí,,4,646,,desconocido,desconocido,otros,0,"Palacio García Rivero y Portalada (texto)"
484,Inmobiliaria Mi Villa,venta,ático,,Calle Menéndez Pelayo,Centro,Laredo,Cantabria,600000,,,sí,,3,150,4,sí,no,otros,0,"Terraza 50 m2 (texto); sin ascensor"
485,desconocido,venta,piso,,Calle Barrio de Santullán 39,Mioño-Santullán,Castro-Urdiales,Cantabria,199000,,,sí,,2,60,bajo,sí,sí,obra_nueva,1,"Obra nueva; parking; trastero; cota cero (texto)"
486,Inmobiliaria Mi Villa,venta,casa,chalét pareado,Calle Hermandad Donantes de Sangre,El Puntal,Laredo,Cantabria,605000,,,sí,,4,300,,desconocido,desconocido,otros,0,"Amueblado (texto)"
487,altamira21.com,venta,casa,casa rural,Barrio Rioseco 4,,Guriezo,Cantabria,1300000,,,sí,,6,1750,,desconocido,desconocido,otros,0,"Casa Pinta; uso turístico/patrimonial (texto)"
488,Inmobiliaria JC de Laredo,venta,piso,,Centro,Centro,Laredo,Cantabria,600000,,,desconocido,,3,150,4,sí,sí,otros,0,"Casa de diseño (texto); gran terraza (texto)"
489,Inmobiliaria Mi Villa,venta,casa,casa independiente,Barrio El Hacha,El Callejo - La Pesquera - La Arenosa,Laredo,Cantabria,299900,,,desconocido,,4,260,,desconocido,desconocido,otros,0,"Para reformar; terreno 3.500 m2 (texto)"
490,Inmobiliaria Mi Villa,venta,casa,casa independiente,Barrio La Arenosa,El Callejo - La Pesquera - La Arenosa,Laredo,Cantabria,460000,,,sí,,6,295,,desconocido,desconocido,otros,0,"Garaje anejo (texto)"
491,Inmobiliaria Mi Villa,venta,casa,casa de piedra,Barrio los Valles,,Ramales de la Victoria,Cantabria,180000,,,desconocido,,1,450,,desconocido,desconocido,otros,0,"Casa de piedra; para reformar (texto)"
492,Inmobiliaria Mi Villa,venta,piso,dúplex,Calle Merenillo,Centro,Laredo,Cantabria,180000,,,desconocido,,2,72,2,sí,no,otros,0,"Vistas al mar"
493,Inmobiliaria Mi Villa,venta,casa,casa independiente,Barrio la Pesquera,El Callejo - La Pesquera - La Arenosa,Laredo,Cantabria,590000,,,sí,,3,212,,desconocido,desconocido,otros,0,"Reformado (cocina) (texto)"
494,RE/MAX Vértice,venta,casa,chalét independiente,Calle Rebollar,,Igollo (Camargo),Cantabria,625000,,,sí,,5,294,,desconocido,desconocido,otros,0,"Parcela 598 m2 (texto)"
495,Inmobiliaria Mi Villa,venta,casa,casa independiente,Barrio La Arenosa,El Callejo - La Pesquera - La Arenosa,Laredo,Cantabria,299000,,,desconocido,,4,295,,desconocido,desconocido,otros,0,"2 plantas; vistas despejadas (texto)"
496,Inmobiliaria Mi Villa,venta,piso,dúplex,Calle Emperador,Centro,Laredo,Cantabria,299000,,,desconocido,,3,115,3,sí,sí,otros,0,"Dúplex (texto)"
497,Inmobiliaria JC de Laredo,venta,casa,casa unifamiliar,El Callejo - La Pesquera - La Arenosa,,Laredo,Cantabria,299000,,,desconocido,,4,265,,desconocido,desconocido,otros,0,"Vistas al mar (texto); terreno (texto)"
498,Inmobiliaria Mi Villa,venta,piso,estudio,Avenida Derechos Humanos,Carlos V,Laredo,Cantabria,98000,,,desconocido,,0,25,bajo,sí,sí,otros,0,"Estudio; altillo (texto)"
499,Inmobiliaria JC de Laredo,venta,piso,,Voto,,Voto,Cantabria,168000,,,desconocido,,2,82,2,sí,sí,otros,0,"Bádames (texto)"
500,Inmobiliaria Eurocasa,venta,piso,,Calle Eulogio Fernández Barros,,Camargo,Cantabria,184000,,,no,,3,89,1,sí,sí,otros,0,"Muriedas/Maliaño (texto); municipio indicado como Camargo"
501,Inmobiliaria uranga,venta,casa,casa independiente,Barrio la Somadilla,,Voto,Cantabria,1175000,,,no,,5,450,,desconocido,desconocido,otros,0,"Casa Torre con capilla anexa; 6 baños (mencionado) pero no estructurado"
502,López Alonso Inmobiliaria,venta,piso,apartamento,Avenida Francisco Giner de los Ríos,,San Vicente de la Barquera,Cantabria,210000,230000,9,no,,1,55,1,sí,sí,otros,0,"Apartamento"
503,Fincas Mafer,venta,piso,apartamento,Travesía los Derechos Humanos 13,Carlos V,Laredo,Cantabria,190000,,,no,,2,54,bajo,sí,no,otros,0,"Apartamento reformado"
504,Inmobiliaria trauko,venta,casa,chalét pareado,Barrio Balbacienta,,Guriezo,Cantabria,285000,,,sí,incluido,4,200,,desconocido,desconocido,otros,0,"Bifamiliar; 3 plantas; garaje 2 coches"
505,INMOMAR S.L.,venta,piso,,Calle Maza 9,Palacio,Noja,Cantabria,260000,,,no,,2,97,1,sí,sí,obra nueva,1,"Obra nueva; promoción 20 viviendas"
506,knock,venta,casa,chalét pareado,Barrio Arnuero 1,,Arnuero,Cantabria,280000,300000,7,sí,incluido,3,155,,desconocido,desconocido,otros,0,"Urbanización cerrada; listo para entrar"
507,SOLANA DE MOMPÍA S.L.,venta,casa,chalét pareado,Barrio El Monte s/n,Boo,Piélagos,Cantabria,398500,,,sí,incluido,4,128,,desconocido,desconocido,obra nueva,1,"Obra nueva; sin semisótano; parcela 238 m²"
508,desconocido,venta,casa,casa independiente,Escobedo,,Camargo,Cantabria,320000,,,sí,incluido,4,482,,desconocido,desconocido,otros,0,"No cobramos comisión (texto); 3 plantas"
509,SOLANA DE MOMPÍA S.L.,venta,casa,chalét pareado,Barrio El Monte s/n,Boo,Piélagos,Cantabria,455000,,,sí,incluido,4,227,,desconocido,desconocido,obra nueva,1,"Obra nueva; piscina privada; semisótano; parcela 238 m²"
510,desconocido,venta,casa,chalét adosado,Calle Ría de Solía,,El Astillero,Cantabria,379000,384000,1,sí,incluido,3,194,,desconocido,desconocido,otros,0,"No cobramos comisión (texto)"
511,desconocido,venta,casa,casa independiente,Barrio Valledal,,Val de San Vicente,Cantabria,345000,349000,1,no,,4,333,,desconocido,desconocido,otros,0,"No cobramos comisión (texto)"
512,Inmosantander,venta,casa,chalét adosado,CL Pielagos,,Suances,Cantabria,270000,280000,4,no,,5,180,,desconocido,desconocido,otros,0,""
513,Reines Grupo Inmobiliario Santander,venta,piso,ático,Calle José Ortega y Gasset 35,Peñacastillo - Nuevamontaña,Santander,Cantabria,367000,375000,2,sí,incluido,2,113,5,sí,sí,otros,0,""
514,Espazio Inmobiliario,venta,casa,casa independiente,Valdaliga,,Valdáliga,Cantabria,200000,,,no,,1,453,,desconocido,desconocido,otros,0,"Casona con bar en planta baja (uso mixto)"
515,desconocido,venta,piso,,Calle Adarzo 63,Alisal - Cazoña - San Román,Santander,Cantabria,210000,,,sí,incluido,1,58,1,sí,sí,obra nueva,1,"Obra nueva; promoción 27 viviendas"
516,desconocido,venta,casa,chalét adosado,Barrio la Pelia,,Ribamontán al Monte,Cantabria,191000,199000,4,no,,3,218,,desconocido,desconocido,otros,0,"A reformar (texto); no cobramos comisión"
517,SOLANA DE MOMPÍA S.L.,venta,casa,chalét pareado,Barrio El Monte s/n,Boo,Piélagos,Cantabria,430000,,,sí,incluido,4,227,,desconocido,desconocido,obra nueva,1,"Obra nueva; semisótano; parcela 238 m²"
518,Inmobiliaria Eurocasa,venta,piso,,Avenida Pérez Galdós,El Sardinero,Santander,Cantabria,1175000,,,sí,incluido,3,139,6,sí,sí,otros,0,"Vistas al mar"
519,InmoLYDIAria,venta,casa,chalét pareado,Barrio Rioseco 29 a,,Guriezo,Cantabria,263000,,,sí,incluido,4,114,,desconocido,desconocido,otros,0,""
520,Inmobiliaria Mi Villa,venta,casa,chalét independiente,Barrio Agüeras,,Beranga,Cantabria,340000,,,sí,,5,163,,desconocido,desconocido,otros,0,"Urbanización privada"
521,Inmobiliaria Barrio,venta,casa,chalét,Calle Fuente Vieda 906,,Miengo,Cantabria,380000,,,sí,incluido,3,354,,desconocido,desconocido,otros,0,"Vistas al mar"
522,InmoLYDIAria,venta,piso,,Barrio Brazomar 54,Brazomar,Castro-Urdiales,Cantabria,220000,,,sí,incluido,2,68,2,sí,sí,otros,0,""
523,Inmobiliaria Barrio,venta,piso,,Calle San José 17,Centro,Torrelavega,Cantabria,129500,,,no,,2,84,2,sí,no,otros,0,"Reformado"
524,FLAT INMOBILIARIA,venta,piso,,Calle el Hoyo 5,Playa Ostende,Castro-Urdiales,Cantabria,295000,,,sí,incluido,3,93,1,sí,sí,otros,0,""
525,wejaus,venta,piso,,Calle Marcelino Sanz de Sautuola 14,Puerto Chico,Santander,Cantabria,546000,575000,5,no,,4,127,1,sí,sí,otros,0,""
526,Inmosantander,venta,piso,,Ps General Dávila,General Dávila,Santander,Cantabria,175000,179000,2,no,,3,63,bajo,sí,sí,otros,0,""
527,InmoLYDIAria,venta,piso,ático,Calle Santa Ana 3,Playa Ostende,Castro-Urdiales,Cantabria,336000,,,sí,incluido,3,127,3,sí,sí,otros,0,""
528,Inmobiliaria JC de Laredo,venta,casa,casa adosada,Centro,,Laredo,Cantabria,450000,,,no,,4,131,,desconocido,desconocido,otros,0,""
529,ASJ Inmobiliaria,venta,piso,,CL Ruamayor,Centro - Ayuntamiento,Santander,Cantabria,349000,370000,6,no,,4,132,6,sí,sí,otros,0,""
530,Inmobiliaria Mi Villa,venta,piso,,Calle Gutiérrez Rada,Centro,Laredo,Cantabria,175000,,,no,,2,89,bajo,sí,no,otros,0,""
531,Inmobiliaria Barrio,venta,casa,chalét,Barrio Bustillo 1,,Cartes,Cantabria,470000,,,sí,incluido,3,511,,desconocido,desconocido,otros,0,"Casa montañesa"
532,FLAT INMOBILIARIA,venta,casa,chalét adosado,Barrio Laiseca 162,Sámano,Castro-Urdiales,Cantabria,405000,,,sí,incluido,4,210,,desconocido,desconocido,otros,0,""
533,INMOBILIARIA COSTA BELLA,venta,casa,chalét pareado,Barrio Cerecedas,,Argoños,Cantabria,335000,,,sí,incluido,4,209,,desconocido,desconocido,otros,0,""
534,INMOBILIARIA COSTA BELLA,venta,piso,apartamento,Calle Sor María del Carmen,,Santoña,Cantabria,145000,,,sí,incluido,1,45,1,sí,sí,otros,0,"Apartamento"
535,López Alonso Inmobiliaria,venta,piso,,Calle Jaime del Amo,,Suances,Cantabria,285000,,,sí,incluido,3,104,3,sí,sí,otros,0,"Vistas al mar"
536,VIVANTIAL,venta,casa,chalét adosado,Calle San Lorenzo,Covadonga - Campuzano - Ciudad Vergel,Torrelavega,Cantabria,164000,,,no,,4,128,,desconocido,desconocido,otros,0,"Para reformar"
537,Inmobiliaria Sebrango,venta,casa,casa independiente,Avenida José María de Pereda 38,Sancibrián,Santa Cruz de Bezana,Cantabria,540000,,,sí,incluido,6,737,,desconocido,desconocido,otros,0,""
538,Inmobiliaria Parque,venta,casa,chalét pareado,Calle la Mies,,Ampuero,Cantabria,319000,,,sí,incluido,4,224,,desconocido,desconocido,otros,0,""
539,Inmobiliaria Sebrango,venta,casa,chalét adosado,Barrio el Puente 17,Oruña,Piélagos,Cantabria,390000,,,sí,incluido,3,207,,desconocido,desconocido,otros,0,""
540,Inmobiliaria Sebrango,venta,piso,,Calle San Fernando 22,Numancia - San Fernando,Santander,Cantabria,315000,,,no,,2,83,1,sí,sí,otros,0,"A estrenar"
541,Inmobiliaria Sebrango,venta,casa,casa independiente,Calle Río Arriba 315,Tanos,Torrelavega,Cantabria,580000,,,sí,incluido,4,360,,desconocido,desconocido,otros,0,""
542,Inmobiliaria Sebrango,venta,piso,dúplex,Calle Fuente Vieda 15,,Miengo,Cantabria,270000,,,sí,incluido,3,91,1,sí,no,otros,0,"Vistas al mar"
543,Inmobiliaria Suances,venta,piso,dúplex,CL Serapio Beade 9,,Suances,Cantabria,199000,,,sí,incluido,2,69,2,sí,sí,otros,0,""
544,Inmobiliaria Sebrango,venta,piso,,Paseo General Dávila - Grupo San Francisco 294,General Dávila,Santander,Cantabria,220000,,,no,,3,90,3,sí,no,otros,0,""
545,Inmobiliaria Sebrango,venta,casa,chalét pareado,Calle Francisco de Cáceres 2,Valdenoja,Santander,Cantabria,1300000,,,sí,incluido,4,415,,desconocido,desconocido,otros,0,"Vistas al mar"
546,Opportunity & Deal,venta,piso,,Calle Igareda,,Cabezón de la Sal,Cantabria,139000,,,no,,5,160,2,sí,no,otros,0,"Para reformar"
547,Engel & Völkers Santander,venta,casa,casa independiente,Barrio la Barquería,,Marina de Cudeyo,Cantabria,2500000,,,sí,incluido,8,378,,desconocido,desconocido,otros,0,"Lujo"
548,Engel & Völkers Santander,venta,casa,casa independiente,Carretera Ongayo,,Suances,Cantabria,790000,,,sí,incluido,4,365,,desconocido,desconocido,otros,0,""
549,Fuennova,venta,casa,chalét pareado,Calle Padre Antonio 24,,San Vicente de la Barquera,Cantabria,208000,,,no,,4,228,,desconocido,desconocido,otros,0,"Para reformar"
550,Inmobiliaria uranga,venta,piso,apartamento,Avenida Derechos Humanos,Zona Playa,Laredo,Cantabria,98000,,,no,,1,25,bajo,sí,no,otros,0,"Apartamento"
551,Rusticas Singulares,venta,casa,palacio,Bo. Liaño s/n,,Villaescusa,Cantabria,950000,,,sí,incluido,5,371,,desconocido,desconocido,otros,0,"Casona s.XVII"
552,mvre,venta,casa,chalét adosado,Calle Victoriano Fernández 16,Alisal - Cazoña - San Román,Santander,Cantabria,425000,,,sí,incluido,3,117,,desconocido,desconocido,obra nueva,1,"Obra nueva"
553,Rusticas Singulares,venta,casa,torre,Ds. Roiz s/n,,Valdáliga,Cantabria,2200000,,,sí,incluido,7,500,,desconocido,desconocido,otros,0,"Lujo"
554,Espazio Inmobiliario,venta,piso,,Calle Carlos Haya 11,Castilla - Hermida,Santander,Cantabria,299000,,,no,,3,81,7,sí,sí,otros,0,"Reformado"
555,desconocido,venta,piso,,Calle Piedra del Cormorán,,Comillas,Cantabria,255300,,,sí,incluido,2,75,1,sí,sí,obra nueva,1,"Obra nueva"
556,Engel & Völkers Santander,venta,casa,casa independiente,Calle Torrelavega,,Suances,Cantabria,1300000,,,no,,8,318,,desconocido,desconocido,otros,0,"Dos viviendas pareadas"
557,San Martín Consultores Inmobiliarios,venta,casa,casa independiente,Barrio Pomar 7,,Alfoz de Lloredo,Cantabria,575000,595000,3,no,,5,350,,desconocido,desconocido,otros,0,""
558,Gestión inmobiliaria Victoria,venta,piso,,Barrio Brazomar,Brazomar,Castro-Urdiales,Cantabria,299000,,,no,,2,65,bajo,sí,sí,otros,0,""
559,Inmobiliaria uranga,venta,piso,,Avenida de la Libertad,Zona Playa,Laredo,Cantabria,140000,,,no,,1,42,bajo,sí,no,otros,0,"Sin primera ocupación"
560,particular,venta,piso,,Calle Rosalía de Castro 25,Peñacastillo - Nuevamontaña,Santander,Cantabria,250000,,,sí,incluido,2,104,2,sí,sí,otros,0,"Anuncio particular"
561,Inmobiliarias.com,venta,casa,chalét pareado,Rioseco,,Guriezo,Cantabria,263000,,,desconocido,,4,125,,desconocido,desconocido,otros,0,"Tres plantas; jardín (texto)"
562,Inmobiliaria Mi Villa,venta,casa,chalét adosado,Avenida Derechos Humanos,Zona Playa,Laredo,Cantabria,412000,,,sí,,4,200,,desconocido,desconocido,otros,0,"Cerca del mar (texto)"
563,Inmobiliaria Mi Villa,venta,casa,casa independiente,Barrio Llueva-Arriba,,Voto,Cantabria,372000,,,sí,,4,250,,desconocido,desconocido,otros,0,"Parcela 1300 m2 (texto)"
564,Inmobiliaria Mi Villa,venta,piso,,Barrio la Somadilla,,Voto,Cantabria,60000,,,desconocido,,1,60,bajo,sí,no,otros,0,"Proyecto cambio uso; bajo (texto)"
565,Inmobiliaria Mi Villa,venta,piso,,Calle Adal Treto,,Bárcena de Cicero,Cantabria,170000,,,sí,,3,108,1,sí,no,otros,0,"Centro Treto (texto)"
566,Inmobiliaria Mi Villa,venta,piso,apartamento,Calle República de Costa Rica,Zona Playa,Laredo,Cantabria,220000,,,desconocido,,2,60,9,sí,sí,otros,0,"Apartamento (texto)"
567,ORDUNTE Inmobiliaria,venta,casa,chalét adosado,Calle Paco Labiano,Playa Ostende,Castro-Urdiales,Cantabria,590000,,,sí,,3,250,,desconocido,desconocido,otros,0,"Vistas al mar"
568,Trece Home,venta,piso,,Calle Palacio,Palacio,Noja,Cantabria,263000,,,sí,,2,80,2,sí,sí,otros,0,"Orientación sur (texto)"
569,RE/MAX Vértice,venta,piso,,Calle Carral,,Suances,Cantabria,219900,,,sí,,2,53,bajo,sí,sí,otros,0,"Vistas al mar"
570,REMAX Olid Inmobiliaria en Valladolid,venta,piso,,Calle Río,,Santillana del Mar,Cantabria,143961,,,sí,,2,45,1,sí,no,otros,0,"Rentabilidad 8%; inversión turística (texto)"
571,REMAX Olid Inmobiliaria en Valladolid,venta,piso,,Calle Serafín Escalante,Centro,Torrelavega,Cantabria,225135,,,desconocido,,2,105,3,sí,sí,otros,0,"Sin amueblar (texto)"
572,Inmobiliarias.com,venta,casa,casa rural,Balbacienta,,Guriezo,Cantabria,130000,,,desconocido,,3,288,,desconocido,desconocido,otros,0,"Casa rústica; terreno 247 m2 (texto)"
573,REMAX Olid Inmobiliaria en Valladolid,venta,piso,,Calle Amador de los Ríos,El Parque - Zapatón,Torrelavega,Cantabria,145079,,,desconocido,,3,89,1,sí,no,otros,0,"Reformado; sin ascensor"
574,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Calle Requejada,,Polanco,Cantabria,540000,,,sí,,11,473,,desconocido,desconocido,otros,0,"Tres plantas; inversión (texto)"
575,Inmobiliaria JC de Laredo,venta,finca_rustica,Barrio Rocillo,,Ampuero,Cantabria,320000,,,sí,,3,220,,desconocido,desconocido,otros,0,"Licencia turística 7 plazas (texto)"
576,Inmobiliaria JC de Laredo,venta,piso,dúplex,Calle Merenillo,Centro,Laredo,Cantabria,180000,,,desconocido,,2,80,2,sí,no,otros,0,"Casco antiguo (texto)"
577,Inmobiliaria Mi Villa,venta,finca_rustica,N-629a,,Rasines,Cantabria,89000,,,desconocido,,1,300,,desconocido,desconocido,otros,0,"Casa piedra; parcela 6000 m2 (texto)"
578,Trece Home,venta,piso,,Calle la Braña,El Sardinero,Santander,Cantabria,650000,,,sí,,2,75,,desconocido,sí,otros,0,"A 50 m playa (texto)"
579,Inmobiliaria Mi Villa,venta,casa,casa independiente,Barrio San Pedro,,Arnuero,Cantabria,450000,,,desconocido,,6,267,,desconocido,desconocido,otros,0,"Terreno 3000 m2 (texto)"
580,Inmobiliaria Eurocasa,venta,piso,,Calle Enrique Gran,General Dávila,Santander,Cantabria,170000,,,desconocido,,3,65,2,sí,no,otros,0,"Vistas tejados (texto)"
581,Inmobiliaria Mi Villa,venta,piso,,Barrio la Peña,,Bárcena de Cicero,Cantabria,176000,,,sí,,2,82,2,sí,sí,otros,0,"Urbanización privada (texto)"
582,Inmobiliaria Mi Villa,venta,piso,apartamento,Barrio la Somadilla,,Voto,Cantabria,139000,,,sí,,1,60,3,sí,sí,otros,0,"Apartamento (texto)"
583,Inmobiliaria Eurocasa,venta,piso,,Paseo Menéndez Pelayo,Puerto Chico,Santander,Cantabria,550000,,,sí,,3,68,2,sí,no,otros,0,"Vistas al mar"
584,Inmobiliaria Mi Villa,venta,finca_rustica,Camino de Solorga,,Bareyo,Cantabria,300000,,,desconocido,,3,200,,desconocido,desconocido,otros,0,"Dos casas; 38590 m2 (texto)"
585,altamira21.com,venta,casa,chalét independiente,Calle Barrio La,Parbayón,Piélagos,Cantabria,639000,,,sí,,4,377,,desconocido,desconocido,otros,0,"Chalet individual (texto)"
586,Inmobiliaria Mi Villa,venta,casa,casa independiente,Calle del Progreso,,Ampuero,Cantabria,590000,,,sí,,10,805,,desconocido,desconocido,otros,0,"Casa indiana (texto)"
587,Inmobiliaria Mi Villa,venta,casa,casa independiente,Travesía de el Cantón,,Limpias,Cantabria,400000,,,sí,,3,200,,desconocido,desconocido,otros,0,"Dos accesos (texto)"
588,Inmobiliaria JC de Laredo,venta,casa,chalét adosado,Ampuero,,Ampuero,Cantabria,233500,,,sí,,3,113,,desconocido,desconocido,otros,0,"La Bien Aparecida (texto)"
